organization,year,pubs,trailingpubs,rank,rank_unique
"DePaul University",2011,2,8,62,62
"DePaul University",2012,0,6,80,87
"DePaul University",2013,0,2,144,186
"DePaul University",2014,0,0,298,630
"DePaul University",2015,2,2,136,146
"DePaul University",2016,3,5,91,96
"DePaul University",2017,3,8,64,66
"DePaul University",2018,0,6,84,92
"Delaware, U. of - Newark",1990,3,3,19,19
"Delaware, U. of - Newark",1991,0,3,35,37
"Delaware, U. of - Newark",1992,0,3,41,50
"Delaware, U. of - Newark",1993,0,0,159,625
"Delaware, U. of - Newark",1994,0,0,164,481
"Delaware, U. of - Newark",1995,0,0,164,291
"Delaware, U. of - Newark",1996,0,0,171,545
"Delaware, U. of - Newark",1997,0,0,180,480
"Delaware, U. of - Newark",1998,0,0,194,375
"Delaware, U. of - Newark",1999,0,0,202,579
"Delaware, U. of - Newark",2000,0,0,203,279
"Delaware, U. of - Newark",2001,0,0,191,261
"Delaware, U. of - Newark",2002,3,3,63,74
"Delaware, U. of - Newark",2003,3,6,43,49
"Delaware, U. of - Newark",2004,2,8,37,41
"Delaware, U. of - Newark",2005,1,6,51,51
"Delaware, U. of - Newark",2006,0,3,79,83
"Delaware, U. of - Newark",2007,2,3,87,101
"Delaware, U. of - Newark",2008,2,4,76,82
"Delaware, U. of - Newark",2009,1,5,74,81
"Delaware, U. of - Newark",2010,1,4,89,89
"Delaware, U. of - Newark",2011,2,4,99,101
"Delaware, U. of - Newark",2012,0,3,124,128
"Delaware, U. of - Newark",2013,1,3,118,135
"Delaware, U. of - Newark",2014,0,1,182,255
"Delaware, U. of - Newark",2015,0,1,190,235
"Delaware, U. of - Newark",2016,0,0,325,482
"Delaware, U. of - Newark",2017,4,4,109,111
"Delaware, U. of - Newark",2018,1,5,98,113
"Delhi School of Economics",1990,0,0,99,581
"Delhi School of Economics",1991,0,0,141,638
"Delhi School of Economics",1992,0,0,165,457
"Delhi School of Economics",1993,0,0,159,617
"Delhi School of Economics",1994,0,0,164,648
"Delhi School of Economics",1995,0,0,164,348
"Delhi School of Economics",1996,0,0,171,554
"Delhi School of Economics",1997,0,0,180,284
"Delhi School of Economics",1998,0,0,194,427
"Delhi School of Economics",1999,0,0,202,638
"Delhi School of Economics",2000,0,0,203,333
"Delhi School of Economics",2001,0,0,191,447
"Delhi School of Economics",2002,0,0,187,632
"Delhi School of Economics",2003,0,0,193,656
"Delhi School of Economics",2004,0,0,205,302
"Delhi School of Economics",2005,0,0,209,515
"Delhi School of Economics",2006,0,0,211,612
"Delhi School of Economics",2007,0,0,224,291
"Delhi School of Economics",2008,1,1,149,167
"Delhi School of Economics",2009,0,1,169,209
"Delhi School of Economics",2010,0,1,178,254
"Delhi School of Economics",2011,0,0,302,567
"Delhi School of Economics",2012,0,0,295,303
"Delhi School of Economics",2013,0,0,302,537
"Delhi School of Economics",2014,0,0,298,375
"Delhi School of Economics",2015,0,0,306,544
"Delhi School of Economics",2016,0,0,325,569
"Delhi School of Economics",2017,0,0,344,444
"Delhi School of Economics",2018,0,0,360,558
"Denver, U. of",1990,0,0,99,629
"Denver, U. of",1991,0,0,141,618
"Denver, U. of",1992,0,0,165,618
"Denver, U. of",1993,0,0,159,206
"Denver, U. of",1994,0,0,164,165
"Denver, U. of",1995,0,0,164,464
"Denver, U. of",1996,0,0,171,185
"Denver, U. of",1997,0,0,180,185
"Denver, U. of",1998,1,1,108,137
"Denver, U. of",1999,0,1,111,140
"Denver, U. of",2000,0,1,103,110
"Denver, U. of",2001,0,0,191,562
"Denver, U. of",2002,0,0,187,555
"Denver, U. of",2003,0,0,193,405
"Denver, U. of",2004,0,0,205,221
"Denver, U. of",2005,0,0,209,485
"Denver, U. of",2006,0,0,211,517
"Denver, U. of",2007,0,0,224,339
"Denver, U. of",2008,0,0,253,428
"Denver, U. of",2009,0,0,288,600
"Denver, U. of",2010,0,0,299,578
"Denver, U. of",2011,0,0,302,617
"Denver, U. of",2012,0,0,295,392
"Denver, U. of",2013,0,0,302,329
"Denver, U. of",2014,0,0,298,465
"Denver, U. of",2015,0,0,306,379
"Denver, U. of",2016,0,0,325,410
"Denver, U. of",2017,0,0,344,373
"Denver, U. of",2018,0,0,360,643
"Drexel University",1990,0,0,99,652
"Drexel University",1991,0,0,141,364
"Drexel University",1992,2,2,59,74
"Drexel University",1993,0,2,53,70
"Drexel University",1994,0,2,59,77
"Drexel University",1995,0,0,164,461
"Drexel University",1996,0,0,171,651
"Drexel University",1997,0,0,180,373
"Drexel University",1998,0,0,194,636
"Drexel University",1999,0,0,202,494
"Drexel University",2000,0,0,203,597
"Drexel University",2001,0,0,191,433
"Drexel University",2002,1,1,113,139
"Drexel University",2003,0,1,115,178
"Drexel University",2004,1,2,90,114
"Drexel University",2005,0,1,133,195
"Drexel University",2006,1,2,97,109
"Drexel University",2007,2,3,87,105
"Drexel University",2008,4,7,53,54
"Drexel University",2009,2,8,57,59
"Drexel University",2010,1,7,63,66
"Drexel University",2011,3,6,80,82
"Drexel University",2012,0,4,101,112
"Drexel University",2013,0,3,118,136
"Drexel University",2014,3,3,122,129
"Drexel University",2015,4,7,73,74
"Drexel University",2016,0,7,71,77
"Drexel University",2017,0,4,109,110
"Drexel University",2018,2,2,168,193
"Dublin City University",1990,0,0,99,488
"Dublin City University",1991,0,0,141,272
"Dublin City University",1992,0,0,165,185
"Dublin City University",1993,0,0,159,246
"Dublin City University",1994,0,0,164,374
"Dublin City University",1995,0,0,164,303
"Dublin City University",1996,0,0,171,318
"Dublin City University",1997,0,0,180,328
"Dublin City University",1998,0,0,194,487
"Dublin City University",1999,0,0,202,446
"Dublin City University",2000,0,0,203,640
"Dublin City University",2001,0,0,191,518
"Dublin City University",2002,0,0,187,419
"Dublin City University",2003,0,0,193,635
"Dublin City University",2004,0,0,205,605
"Dublin City University",2005,0,0,209,467
"Dublin City University",2006,0,0,211,399
"Dublin City University",2007,0,0,224,581
"Dublin City University",2008,0,0,253,421
"Dublin City University",2009,0,0,288,299
"Dublin City University",2010,0,0,299,612
"Dublin City University",2011,1,1,183,213
"Dublin City University",2012,0,1,183,237
"Dublin City University",2013,0,1,188,241
"Dublin City University",2014,0,0,298,524
"Dublin City University",2015,0,0,306,627
"Dublin City University",2016,0,0,325,556
"Dublin City University",2017,0,0,344,491
"Dublin City University",2018,0,0,360,570
"Duisenberg School of Finance",1990,0,0,99,458
"Duisenberg School of Finance",1991,0,0,141,354
"Duisenberg School of Finance",1992,0,0,165,370
"Duisenberg School of Finance",1993,0,0,159,383
"Duisenberg School of Finance",1994,0,0,164,170
"Duisenberg School of Finance",1995,0,0,164,558
"Duisenberg School of Finance",1996,0,0,171,562
"Duisenberg School of Finance",1997,0,0,180,545
"Duisenberg School of Finance",1998,0,0,194,349
"Duisenberg School of Finance",1999,0,0,202,533
"Duisenberg School of Finance",2000,0,0,203,270
"Duisenberg School of Finance",2001,0,0,191,446
"Duisenberg School of Finance",2002,0,0,187,309
"Duisenberg School of Finance",2003,0,0,193,218
"Duisenberg School of Finance",2004,0,0,205,305
"Duisenberg School of Finance",2005,0,0,209,210
"Duisenberg School of Finance",2006,0,0,211,453
"Duisenberg School of Finance",2007,0,0,224,350
"Duisenberg School of Finance",2008,0,0,253,296
"Duisenberg School of Finance",2009,0,0,288,423
"Duisenberg School of Finance",2010,0,0,299,632
"Duisenberg School of Finance",2011,1,1,183,281
"Duisenberg School of Finance",2012,1,2,142,143
"Duisenberg School of Finance",2013,0,2,144,145
"Duisenberg School of Finance",2014,1,2,137,174
"Duisenberg School of Finance",2015,0,1,190,248
"Duisenberg School of Finance",2016,0,1,199,240
"Duisenberg School of Finance",2017,0,0,344,646
"Duisenberg School of Finance",2018,0,0,360,653
"Duke University",1990,6,6,8,8
"Duke University",1991,5,11,9,9
"Duke University",1992,6,17,9,9
"Duke University",1993,5,16,9,9
"Duke University",1994,2,13,12,14
"Duke University",1995,3,10,17,17
"Duke University",1996,4,9,17,17
"Duke University",1997,7,14,11,12
"Duke University",1998,4,15,12,12
"Duke University",1999,5,16,8,8
"Duke University",2000,6,15,10,10
"Duke University",2001,8,19,10,11
"Duke University",2002,6,20,9,9
"Duke University",2003,7,21,9,9
"Duke University",2004,11,24,6,6
"Duke University",2005,10,28,5,5
"Duke University",2006,9,30,4,4
"Duke University",2007,7,26,7,7
"Duke University",2008,15,31,4,4
"Duke University",2009,8,30,7,8
"Duke University",2010,11,34,6,6
"Duke University",2011,11,30,10,13
"Duke University",2012,9,31,8,9
"Duke University",2013,14,34,7,7
"Duke University",2014,5,28,10,11
"Duke University",2015,9,28,9,9
"Duke University",2016,8,22,15,15
"Duke University",2017,5,22,15,16
"Duke University",2018,10,23,15,16
"EDHEC Business School",1990,0,0,99,375
"EDHEC Business School",1991,0,0,141,411
"EDHEC Business School",1992,0,0,165,562
"EDHEC Business School",1993,0,0,159,211
"EDHEC Business School",1994,0,0,164,507
"EDHEC Business School",1995,0,0,164,235
"EDHEC Business School",1996,0,0,171,577
"EDHEC Business School",1997,0,0,180,269
"EDHEC Business School",1998,0,0,194,343
"EDHEC Business School",1999,0,0,202,450
"EDHEC Business School",2000,0,0,203,559
"EDHEC Business School",2001,0,0,191,305
"EDHEC Business School",2002,0,0,187,473
"EDHEC Business School",2003,0,0,193,362
"EDHEC Business School",2004,0,0,205,346
"EDHEC Business School",2005,0,0,209,354
"EDHEC Business School",2006,0,0,211,367
"EDHEC Business School",2007,0,0,224,249
"EDHEC Business School",2008,2,2,115,145
"EDHEC Business School",2009,0,2,119,128
"EDHEC Business School",2010,2,4,89,106
"EDHEC Business School",2011,1,3,118,126
"EDHEC Business School",2012,1,4,101,113
"EDHEC Business School",2013,4,6,79,88
"EDHEC Business School",2014,2,7,68,78
"EDHEC Business School",2015,0,6,78,86
"EDHEC Business School",2016,2,4,106,110
"EDHEC Business School",2017,3,5,91,92
"EDHEC Business School",2018,0,5,98,109
"EMLYON Business School",1990,0,0,99,554
"EMLYON Business School",1991,0,0,141,154
"EMLYON Business School",1992,0,0,165,553
"EMLYON Business School",1993,0,0,159,586
"EMLYON Business School",1994,0,0,164,614
"EMLYON Business School",1995,0,0,164,562
"EMLYON Business School",1996,0,0,171,297
"EMLYON Business School",1997,0,0,180,551
"EMLYON Business School",1998,0,0,194,251
"EMLYON Business School",1999,0,0,202,279
"EMLYON Business School",2000,0,0,203,513
"EMLYON Business School",2001,0,0,191,545
"EMLYON Business School",2002,0,0,187,340
"EMLYON Business School",2003,0,0,193,490
"EMLYON Business School",2004,0,0,205,331
"EMLYON Business School",2005,0,0,209,383
"EMLYON Business School",2006,0,0,211,553
"EMLYON Business School",2007,0,0,224,428
"EMLYON Business School",2008,0,0,253,600
"EMLYON Business School",2009,0,0,288,593
"EMLYON Business School",2010,1,1,178,279
"EMLYON Business School",2011,0,1,183,287
"EMLYON Business School",2012,0,1,183,207
"EMLYON Business School",2013,0,0,302,385
"EMLYON Business School",2014,0,0,298,599
"EMLYON Business School",2015,0,0,306,522
"EMLYON Business School",2016,0,0,325,531
"EMLYON Business School",2017,0,0,344,393
"EMLYON Business School",2018,1,1,217,280
"ESSEC (Grad Business School)",1990,0,0,99,423
"ESSEC (Grad Business School)",1991,0,0,141,191
"ESSEC (Grad Business School)",1992,0,0,165,218
"ESSEC (Grad Business School)",1993,0,0,159,197
"ESSEC (Grad Business School)",1994,0,0,164,475
"ESSEC (Grad Business School)",1995,0,0,164,414
"ESSEC (Grad Business School)",1996,0,0,171,638
"ESSEC (Grad Business School)",1997,1,1,100,151
"ESSEC (Grad Business School)",1998,1,2,65,102
"ESSEC (Grad Business School)",1999,0,2,78,101
"ESSEC (Grad Business School)",2000,1,2,79,93
"ESSEC (Grad Business School)",2001,2,3,63,74
"ESSEC (Grad Business School)",2002,0,3,63,68
"ESSEC (Grad Business School)",2003,0,2,88,106
"ESSEC (Grad Business School)",2004,0,0,205,386
"ESSEC (Grad Business School)",2005,1,1,133,137
"ESSEC (Grad Business School)",2006,1,2,97,103
"ESSEC (Grad Business School)",2007,1,3,87,98
"ESSEC (Grad Business School)",2008,1,3,91,96
"ESSEC (Grad Business School)",2009,0,2,119,153
"ESSEC (Grad Business School)",2010,0,1,178,197
"ESSEC (Grad Business School)",2011,0,0,302,461
"ESSEC (Grad Business School)",2012,0,0,295,302
"ESSEC (Grad Business School)",2013,0,0,302,527
"ESSEC (Grad Business School)",2014,0,0,298,332
"ESSEC (Grad Business School)",2015,2,2,136,174
"ESSEC (Grad Business School)",2016,0,2,149,163
"ESSEC (Grad Business School)",2017,1,3,128,153
"ESSEC (Grad Business School)",2018,1,2,168,205
"Eastern Kentucky University",1990,0,0,99,263
"Eastern Kentucky University",1991,0,0,141,210
"Eastern Kentucky University",1992,0,0,165,244
"Eastern Kentucky University",1993,0,0,159,659
"Eastern Kentucky University",1994,0,0,164,358
"Eastern Kentucky University",1995,0,0,164,551
"Eastern Kentucky University",1996,0,0,171,312
"Eastern Kentucky University",1997,0,0,180,275
"Eastern Kentucky University",1998,0,0,194,606
"Eastern Kentucky University",1999,0,0,202,562
"Eastern Kentucky University",2000,0,0,203,402
"Eastern Kentucky University",2001,0,0,191,530
"Eastern Kentucky University",2002,0,0,187,643
"Eastern Kentucky University",2003,0,0,193,388
"Eastern Kentucky University",2004,0,0,205,425
"Eastern Kentucky University",2005,0,0,209,220
"Eastern Kentucky University",2006,0,0,211,341
"Eastern Kentucky University",2007,0,0,224,229
"Eastern Kentucky University",2008,0,0,253,405
"Eastern Kentucky University",2009,0,0,288,355
"Eastern Kentucky University",2010,0,0,299,324
"Eastern Kentucky University",2011,1,1,183,255
"Eastern Kentucky University",2012,0,1,183,196
"Eastern Kentucky University",2013,0,1,188,287
"Eastern Kentucky University",2014,0,0,298,632
"Eastern Kentucky University",2015,0,0,306,382
"Eastern Kentucky University",2016,0,0,325,491
"Eastern Kentucky University",2017,0,0,344,652
"Eastern Kentucky University",2018,0,0,360,443
"Eastern Michigan University",1990,0,0,99,286
"Eastern Michigan University",1991,0,0,141,490
"Eastern Michigan University",1992,0,0,165,209
"Eastern Michigan University",1993,0,0,159,219
"Eastern Michigan University",1994,1,1,84,112
"Eastern Michigan University",1995,0,1,87,134
"Eastern Michigan University",1996,0,1,87,101
"Eastern Michigan University",1997,0,0,180,267
"Eastern Michigan University",1998,0,0,194,448
"Eastern Michigan University",1999,0,0,202,388
"Eastern Michigan University",2000,0,0,203,415
"Eastern Michigan University",2001,0,0,191,467
"Eastern Michigan University",2002,0,0,187,227
"Eastern Michigan University",2003,0,0,193,644
"Eastern Michigan University",2004,0,0,205,630
"Eastern Michigan University",2005,0,0,209,297
"Eastern Michigan University",2006,0,0,211,577
"Eastern Michigan University",2007,0,0,224,274
"Eastern Michigan University",2008,0,0,253,584
"Eastern Michigan University",2009,0,0,288,572
"Eastern Michigan University",2010,0,0,299,379
"Eastern Michigan University",2011,0,0,302,599
"Eastern Michigan University",2012,0,0,295,541
"Eastern Michigan University",2013,0,0,302,605
"Eastern Michigan University",2014,0,0,298,347
"Eastern Michigan University",2015,0,0,306,625
"Eastern Michigan University",2016,0,0,325,460
"Eastern Michigan University",2017,0,0,344,423
"Eastern Michigan University",2018,0,0,360,629
"Ecole Polytechique Federale de Lausanne",1990,0,0,99,134
"Ecole Polytechique Federale de Lausanne",1991,0,0,141,336
"Ecole Polytechique Federale de Lausanne",1992,0,0,165,226
"Ecole Polytechique Federale de Lausanne",1993,0,0,159,578
"Ecole Polytechique Federale de Lausanne",1994,0,0,164,325
"Ecole Polytechique Federale de Lausanne",1995,0,0,164,565
"Ecole Polytechique Federale de Lausanne",1996,0,0,171,400
"Ecole Polytechique Federale de Lausanne",1997,0,0,180,490
"Ecole Polytechique Federale de Lausanne",1998,0,0,194,535
"Ecole Polytechique Federale de Lausanne",1999,0,0,202,599
"Ecole Polytechique Federale de Lausanne",2000,0,0,203,471
"Ecole Polytechique Federale de Lausanne",2001,0,0,191,426
"Ecole Polytechique Federale de Lausanne",2002,0,0,187,566
"Ecole Polytechique Federale de Lausanne",2003,0,0,193,475
"Ecole Polytechique Federale de Lausanne",2004,0,0,205,521
"Ecole Polytechique Federale de Lausanne",2005,0,0,209,427
"Ecole Polytechique Federale de Lausanne",2006,0,0,211,413
"Ecole Polytechique Federale de Lausanne",2007,0,0,224,645
"Ecole Polytechique Federale de Lausanne",2008,0,0,253,372
"Ecole Polytechique Federale de Lausanne",2009,1,1,169,171
"Ecole Polytechique Federale de Lausanne",2010,3,4,89,105
"Ecole Polytechique Federale de Lausanne",2011,4,8,62,68
"Ecole Polytechique Federale de Lausanne",2012,4,11,41,45
"Ecole Polytechique Federale de Lausanne",2013,5,13,35,40
"Ecole Polytechique Federale de Lausanne",2014,1,10,50,55
"Ecole Polytechique Federale de Lausanne",2015,6,12,44,44
"Ecole Polytechique Federale de Lausanne",2016,4,11,46,46
"Ecole Polytechique Federale de Lausanne",2017,7,17,24,29
"Ecole Polytechique Federale de Lausanne",2018,3,14,35,36
"Ecole Superieure de Commerce de Toulouse",1990,0,0,99,573
"Ecole Superieure de Commerce de Toulouse",1991,0,0,141,559
"Ecole Superieure de Commerce de Toulouse",1992,0,0,165,224
"Ecole Superieure de Commerce de Toulouse",1993,0,0,159,426
"Ecole Superieure de Commerce de Toulouse",1994,0,0,164,347
"Ecole Superieure de Commerce de Toulouse",1995,0,0,164,249
"Ecole Superieure de Commerce de Toulouse",1996,0,0,171,248
"Ecole Superieure de Commerce de Toulouse",1997,0,0,180,391
"Ecole Superieure de Commerce de Toulouse",1998,0,0,194,387
"Ecole Superieure de Commerce de Toulouse",1999,0,0,202,545
"Ecole Superieure de Commerce de Toulouse",2000,0,0,203,506
"Ecole Superieure de Commerce de Toulouse",2001,0,0,191,436
"Ecole Superieure de Commerce de Toulouse",2002,1,1,113,174
"Ecole Superieure de Commerce de Toulouse",2003,0,1,115,150
"Ecole Superieure de Commerce de Toulouse",2004,0,1,122,191
"Ecole Superieure de Commerce de Toulouse",2005,0,0,209,558
"Ecole Superieure de Commerce de Toulouse",2006,0,0,211,587
"Ecole Superieure de Commerce de Toulouse",2007,0,0,224,520
"Ecole Superieure de Commerce de Toulouse",2008,1,1,149,225
"Ecole Superieure de Commerce de Toulouse",2009,0,1,169,207
"Ecole Superieure de Commerce de Toulouse",2010,0,1,178,293
"Ecole Superieure de Commerce de Toulouse",2011,0,0,302,572
"Ecole Superieure de Commerce de Toulouse",2012,0,0,295,629
